測試次數,期間,訊號,樣本數,Y1(報酬率),Y2(波動率),Y3(夏普)
第 332 次,2020-2026,X1,587041,-0.445029,0.571105,-0.7792
第 332 次,2020-2026,X2,288163,-0.306168,0.511087,-0.5991
第 332 次,2020-2026,X3,92331,-0.370810,0.510149,-0.7269
第 333 次,2015-2019,X1,299728,-0.526325,0.614824,-0.8561
第 333 次,2015-2019,X2,152804,-0.335714,0.545645,-0.6153
第 333 次,2015-2019,X3,45072,-0.440618,0.555046,-0.7938
第 333 次,2020-2026,X1,587922,-0.443395,0.569420,-0.7787
第 333 次,2020-2026,X2,287961,-0.306606,0.511580,-0.5993
第 333 次,2020-2026,X3,92331,-0.372683,0.512357,-0.7274
第 334 次,2015-2019,X1,301040,-0.526423,0.615120,-0.8558
第 334 次,2015-2019,X2,153134,-0.336158,0.543234,-0.6188
第 334 次,2015-2019,X3,45133,-0.438971,0.556197,-0.7892
第 334 次,2020-2026,X1,588244,-0.444611,0.569719,-0.7804
第 334 次,2020-2026,X2,287918,-0.305040,0.511718,-0.5961
第 334 次,2020-2026,X3,92724,-0.367835,0.510998,-0.7198
第 335 次,2015-2019,X1,300312,-0.525512,0.614294,-0.8555
第 335 次,2015-2019,X2,153172,-0.336832,0.548101,-0.6145
第 335 次,2015-2019,X3,45258,-0.444827,0.559233,-0.7954
第 335 次,2020-2026,X1,587520,-0.444409,0.569825,-0.7799
第 335 次,2020-2026,X2,288588,-0.306195,0.509992,-0.6004
第 335 次,2020-2026,X3,92348,-0.369398,0.511903,-0.7216
第 336 次,2015-2019,X1,300583,-0.524261,0.614387,-0.8533
第 336 次,2015-2019,X2,152821,-0.337425,0.547786,-0.6160
第 336 次,2015-2019,X3,45176,-0.447453,0.559581,-0.7996
第 336 次,2020-2026,X1,588196,-0.445140,0.569544,-0.7816
第 336 次,2020-2026,X2,288605,-0.305018,0.511026,-0.5969
第 336 次,2020-2026,X3,92624,-0.372177,0.511877,-0.7271
第 337 次,2015-2019,X1,300674,-0.526193,0.615285,-0.8552
第 337 次,2015-2019,X2,152671,-0.337899,0.547507,-0.6172
第 337 次,2015-2019,X3,45311,-0.440715,0.553027,-0.7969
第 337 次,2020-2026,X1,587567,-0.444299,0.569478,-0.7802
第 337 次,2020-2026,X2,288140,-0.305690,0.511503,-0.5976
第 337 次,2020-2026,X3,92558,-0.372311,0.512598,-0.7263
第 338 次,2015-2019,X1,300154,-0.526207,0.613260,-0.8580
第 338 次,2015-2019,X2,153203,-0.337719,0.548116,-0.6161
第 338 次,2015-2019,X3,45117,-0.444285,0.559730,-0.7937
第 338 次,2020-2026,X1,587543,-0.445307,0.571541,-0.7791
第 338 次,2020-2026,X2,288120,-0.307265,0.512261,-0.5998
第 338 次,2020-2026,X3,92795,-0.367685,0.508483,-0.7231
第 339 次,2015-2019,X1,300315,-0.525277,0.613726,-0.8559
第 339 次,2015-2019,X2,152997,-0.337850,0.550464,-0.6138
第 339 次,2015-2019,X3,44955,-0.441676,0.556363,-0.7939
第 339 次,2020-2026,X1,588576,-0.444950,0.569807,-0.7809
第 339 次,2020-2026,X2,288343,-0.307156,0.512372,-0.5995
第 339 次,2020-2026,X3,92944,-0.371465,0.513763,-0.7230
第 340 次,2015-2019,X1,300015,-0.526334,0.614336,-0.8568
第 340 次,2015-2019,X2,152892,-0.334955,0.547160,-0.6122
第 340 次,2015-2019,X3,45080,-0.437915,0.551572,-0.7939
第 340 次,2020-2026,X1,588098,-0.444651,0.569755,-0.7804
第 340 次,2020-2026,X2,289041,-0.304588,0.511281,-0.5957
第 340 次,2020-2026,X3,92281,-0.372331,0.516488,-0.7209
第 341 次,2015-2019,X1,300811,-0.524487,0.613982,-0.8542
第 341 次,2015-2019,X2,152438,-0.336824,0.546350,-0.6165
第 341 次,2015-2019,X3,45079,-0.439146,0.557061,-0.7883
第 341 次,2020-2026,X1,587515,-0.444151,0.569691,-0.7796
第 341 次,2020-2026,X2,287868,-0.305214,0.510802,-0.5975
第 341 次,2020-2026,X3,92573,-0.370693,0.513269,-0.7222
第 342 次,2015-2019,X1,300976,-0.524444,0.613808,-0.8544
第 342 次,2015-2019,X2,152751,-0.337180,0.547053,-0.6164
第 342 次,2015-2019,X3,45094,-0.442960,0.555316,-0.7977
第 342 次,2020-2026,X1,587092,-0.443993,0.569088,-0.7802
第 342 次,2020-2026,X2,288049,-0.306850,0.511835,-0.5995
第 342 次,2020-2026,X3,92745,-0.371461,0.514742,-0.7216
第 343 次,2015-2019,X1,299912,-0.526012,0.614208,-0.8564
第 343 次,2015-2019,X2,152844,-0.337227,0.546801,-0.6167
第 343 次,2015-2019,X3,45336,-0.443723,0.556771,-0.7970
第 343 次,2020-2026,X1,587926,-0.445686,0.571290,-0.7801
第 343 次,2020-2026,X2,287898,-0.306326,0.512974,-0.5972
第 343 次,2020-2026,X3,92527,-0.372598,0.514814,-0.7238
第 344 次,2015-2019,X1,300365,-0.525121,0.613922,-0.8554
第 344 次,2015-2019,X2,152803,-0.336374,0.544501,-0.6178
第 344 次,2015-2019,X3,44797,-0.443581,0.559412,-0.7929
第 344 次,2020-2026,X1,588406,-0.444749,0.570134,-0.7801
第 344 次,2020-2026,X2,288177,-0.305528,0.510883,-0.5980
第 344 次,2020-2026,X3,92257,-0.367546,0.513035,-0.7164
第 345 次,2015-2019,X1,300406,-0.527144,0.614465,-0.8579
第 345 次,2015-2019,X2,152626,-0.336175,0.546617,-0.6150
第 345 次,2015-2019,X3,44919,-0.443709,0.557713,-0.7956
第 345 次,2020-2026,X1,587985,-0.443282,0.568758,-0.7794
第 345 次,2020-2026,X2,287910,-0.305365,0.509831,-0.5990
第 345 次,2020-2026,X3,92203,-0.370344,0.510494,-0.7255
第 346 次,2015-2019,X1,300997,-0.523391,0.613555,-0.8530
第 346 次,2015-2019,X2,152820,-0.335025,0.547210,-0.6122
第 346 次,2015-2019,X3,45344,-0.439791,0.552660,-0.7958
第 346 次,2020-2026,X1,587840,-0.445302,0.571374,-0.7794
第 346 次,2020-2026,X2,288505,-0.306537,0.512235,-0.5984
第 346 次,2020-2026,X3,92510,-0.369531,0.512540,-0.7210
第 347 次,2015-2019,X1,300344,-0.525249,0.613997,-0.8555
第 347 次,2015-2019,X2,153646,-0.335938,0.546626,-0.6146
第 347 次,2015-2019,X3,45196,-0.443636,0.556858,-0.7967
第 347 次,2020-2026,X1,587223,-0.445319,0.569860,-0.7815
第 347 次,2020-2026,X2,287430,-0.306030,0.511673,-0.5981
第 347 次,2020-2026,X3,92182,-0.370895,0.510378,-0.7267
第 348 次,2015-2019,X1,300268,-0.526003,0.614941,-0.8554
第 348 次,2015-2019,X2,152973,-0.336701,0.548547,-0.6138
第 348 次,2015-2019,X3,45048,-0.440695,0.551057,-0.7997
第 348 次,2020-2026,X1,586730,-0.445239,0.570629,-0.7803
第 348 次,2020-2026,X2,287661,-0.305824,0.511912,-0.5974
第 348 次,2020-2026,X3,92630,-0.367832,0.507713,-0.7245
第 349 次,2015-2019,X1,300331,-0.525218,0.612921,-0.8569
第 349 次,2015-2019,X2,152706,-0.337394,0.546787,-0.6170
第 349 次,2015-2019,X3,44936,-0.440809,0.557303,-0.7910
第 349 次,2020-2026,X1,587863,-0.444493,0.569475,-0.7805
第 349 次,2020-2026,X2,288314,-0.306564,0.511808,-0.5990
第 349 次,2020-2026,X3,92701,-0.369640,0.511753,-0.7223
第 350 次,2015-2019,X1,300268,-0.525685,0.614062,-0.8561
第 350 次,2015-2019,X2,152704,-0.335571,0.546905,-0.6136
第 350 次,2015-2019,X3,45206,-0.443017,0.553703,-0.8001
第 350 次,2020-2026,X1,588430,-0.444094,0.570081,-0.7790
第 350 次,2020-2026,X2,288926,-0.306509,0.511068,-0.5997
第 350 次,2020-2026,X3,92660,-0.373153,0.512132,-0.7286
第 351 次,2015-2019,X1,300241,-0.526328,0.615635,-0.8549
第 351 次,2015-2019,X2,152616,-0.337551,0.547673,-0.6163
第 351 次,2015-2019,X3,45055,-0.444602,0.558507,-0.7961
第 351 次,2020-2026,X1,588286,-0.444256,0.568953,-0.7808
第 351 次,2020-2026,X2,288552,-0.307383,0.512079,-0.6003
第 351 次,2020-2026,X3,92507,-0.366976,0.513854,-0.7142
第 352 次,2015-2019,X1,301077,-0.523980,0.613910,-0.8535
第 352 次,2015-2019,X2,152784,-0.334510,0.544863,-0.6139
第 352 次,2015-2019,X3,45268,-0.441131,0.554035,-0.7962
第 352 次,2020-2026,X1,587327,-0.445003,0.570518,-0.7800
第 352 次,2020-2026,X2,288256,-0.306062,0.511250,-0.5987
第 352 次,2020-2026,X3,92772,-0.370757,0.512706,-0.7231
第 353 次,2015-2019,X1,300832,-0.523925,0.614571,-0.8525
第 353 次,2015-2019,X2,152775,-0.335932,0.547562,-0.6135
第 353 次,2015-2019,X3,45152,-0.443676,0.558382,-0.7946
第 353 次,2020-2026,X1,586932,-0.444796,0.569014,-0.7817
第 353 次,2020-2026,X2,288234,-0.305846,0.512399,-0.5969
第 353 次,2020-2026,X3,92711,-0.371476,0.512716,-0.7245
第 354 次,2015-2019,X1,300174,-0.525052,0.613205,-0.8562
第 354 次,2015-2019,X2,152623,-0.336341,0.547213,-0.6146
第 354 次,2015-2019,X3,45088,-0.441247,0.557496,-0.7915
第 354 次,2020-2026,X1,587626,-0.444148,0.569191,-0.7803
第 354 次,2020-2026,X2,287789,-0.305642,0.510605,-0.5986
第 354 次,2020-2026,X3,92417,-0.371595,0.512459,-0.7251
第 355 次,2015-2019,X1,300793,-0.523846,0.613623,-0.8537
第 355 次,2015-2019,X2,151729,-0.336286,0.546498,-0.6153
第 355 次,2015-2019,X3,44841,-0.445210,0.554908,-0.8023
第 355 次,2020-2026,X1,587828,-0.445396,0.570520,-0.7807
第 355 次,2020-2026,X2,289343,-0.307377,0.512214,-0.6001
第 355 次,2020-2026,X3,92596,-0.368862,0.508791,-0.7250
第 356 次,2015-2019,X1,299662,-0.525787,0.614271,-0.8560
第 356 次,2015-2019,X2,152936,-0.336401,0.548905,-0.6129
第 356 次,2015-2019,X3,45134,-0.439984,0.553761,-0.7945
第 356 次,2020-2026,X1,588313,-0.443450,0.568483,-0.7801
第 356 次,2020-2026,X2,288072,-0.305925,0.510211,-0.5996
第 356 次,2020-2026,X3,92425,-0.370092,0.507636,-0.7291
第 357 次,2015-2019,X1,300004,-0.524353,0.613809,-0.8543
第 357 次,2015-2019,X2,152788,-0.337327,0.547522,-0.6161
第 357 次,2015-2019,X3,45125,-0.441791,0.559680,-0.7894
第 357 次,2020-2026,X1,586662,-0.444093,0.569786,-0.7794
第 357 次,2020-2026,X2,287905,-0.306677,0.510966,-0.6002
第 357 次,2020-2026,X3,92289,-0.367883,0.510137,-0.7211
第 358 次,2015-2019,X1,300112,-0.524481,0.613686,-0.8546
第 358 次,2015-2019,X2,153434,-0.336212,0.547890,-0.6136
第 358 次,2015-2019,X3,45268,-0.437973,0.553649,-0.7911
第 358 次,2020-2026,X1,588115,-0.445047,0.570806,-0.7797
第 358 次,2020-2026,X2,288319,-0.306719,0.512367,-0.5986
第 358 次,2020-2026,X3,92383,-0.369909,0.510667,-0.7244
第 359 次,2015-2019,X1,300804,-0.524567,0.614010,-0.8543
第 359 次,2015-2019,X2,152505,-0.336705,0.547721,-0.6147
第 359 次,2015-2019,X3,45010,-0.443899,0.560022,-0.7926
第 359 次,2020-2026,X1,587628,-0.444618,0.569393,-0.7809
第 359 次,2020-2026,X2,288236,-0.306256,0.511091,-0.5992
第 359 次,2020-2026,X3,92467,-0.367923,0.511444,-0.7194
第 360 次,2015-2019,X1,299995,-0.526656,0.615436,-0.8557
第 360 次,2015-2019,X2,153108,-0.335093,0.545240,-0.6146
第 360 次,2015-2019,X3,45189,-0.443079,0.554450,-0.7991
第 360 次,2020-2026,X1,586493,-0.444796,0.570359,-0.7799
第 360 次,2020-2026,X2,288849,-0.306327,0.511319,-0.5991
第 360 次,2020-2026,X3,92688,-0.370831,0.511529,-0.7249
第 361 次,2015-2019,X1,300861,-0.526429,0.614405,-0.8568
第 361 次,2015-2019,X2,153216,-0.334961,0.547190,-0.6121
第 361 次,2015-2019,X3,45031,-0.438410,0.551839,-0.7945
第 361 次,2020-2026,X1,587769,-0.443605,0.569099,-0.7795
第 361 次,2020-2026,X2,288374,-0.306302,0.511268,-0.5991
第 361 次,2020-2026,X3,92713,-0.371839,0.511582,-0.7268
第 362 次,2015-2019,X1,300814,-0.526451,0.613719,-0.8578
第 362 次,2015-2019,X2,152332,-0.336422,0.548114,-0.6138
第 362 次,2015-2019,X3,44936,-0.446475,0.561645,-0.7949
第 362 次,2020-2026,X1,587972,-0.444757,0.569662,-0.7807
第 362 次,2020-2026,X2,287871,-0.305776,0.511807,-0.5974
第 362 次,2020-2026,X3,92728,-0.369440,0.514795,-0.7176
第 363 次,2015-2019,X1,300493,-0.525221,0.614277,-0.8550
第 363 次,2015-2019,X2,152924,-0.337539,0.548540,-0.6153
第 363 次,2015-2019,X3,45096,-0.443035,0.555891,-0.7970
第 363 次,2020-2026,X1,587255,-0.444179,0.569760,-0.7796
第 363 次,2020-2026,X2,288327,-0.306311,0.513017,-0.5971
第 363 次,2020-2026,X3,92625,-0.372777,0.511438,-0.7289
第 364 次,2015-2019,X1,301104,-0.525381,0.615219,-0.8540
第 364 次,2015-2019,X2,152538,-0.336584,0.548224,-0.6140
第 364 次,2015-2019,X3,44747,-0.439927,0.557714,-0.7888
第 364 次,2020-2026,X1,587926,-0.444586,0.569838,-0.7802
第 364 次,2020-2026,X2,288488,-0.305254,0.510983,-0.5974
第 364 次,2020-2026,X3,92327,-0.369832,0.510346,-0.7247
第 365 次,2015-2019,X1,300352,-0.525936,0.613884,-0.8567
第 365 次,2015-2019,X2,152920,-0.336905,0.548644,-0.6141
第 365 次,2015-2019,X3,45365,-0.443934,0.560246,-0.7924
第 365 次,2020-2026,X1,587835,-0.444251,0.570397,-0.7788
第 365 次,2020-2026,X2,287860,-0.305255,0.511341,-0.5970
第 365 次,2020-2026,X3,92498,-0.372228,0.510013,-0.7298
第 366 次,2015-2019,X1,301319,-0.526251,0.615092,-0.8556
第 366 次,2015-2019,X2,152647,-0.337291,0.546453,-0.6172
第 366 次,2015-2019,X3,44968,-0.442017,0.561733,-0.7869
第 366 次,2020-2026,X1,587655,-0.443581,0.569609,-0.7787
第 366 次,2020-2026,X2,288577,-0.306014,0.511330,-0.5985
第 366 次,2020-2026,X3,92324,-0.370877,0.512288,-0.7240
第 367 次,2015-2019,X1,300710,-0.524674,0.614417,-0.8539
第 367 次,2015-2019,X2,153516,-0.337065,0.549407,-0.6135
第 367 次,2015-2019,X3,45232,-0.440293,0.557235,-0.7901
第 367 次,2020-2026,X1,588013,-0.445631,0.570908,-0.7806
第 367 次,2020-2026,X2,288985,-0.306025,0.510574,-0.5994
第 367 次,2020-2026,X3,92459,-0.368518,0.511690,-0.7202
第 368 次,2015-2019,X1,300661,-0.524134,0.614186,-0.8534
第 368 次,2015-2019,X2,152458,-0.335466,0.548745,-0.6113
第 368 次,2015-2019,X3,45172,-0.443572,0.560274,-0.7917
第 368 次,2020-2026,X1,587565,-0.443205,0.569251,-0.7786
第 368 次,2020-2026,X2,288296,-0.307008,0.512454,-0.5991
第 368 次,2020-2026,X3,92526,-0.370344,0.512339,-0.7228
第 369 次,2015-2019,X1,300295,-0.525647,0.615116,-0.8545
第 369 次,2015-2019,X2,152994,-0.335841,0.548355,-0.6125
第 369 次,2015-2019,X3,45269,-0.443555,0.558153,-0.7947
第 369 次,2020-2026,X1,587462,-0.444495,0.569992,-0.7798
第 369 次,2020-2026,X2,288153,-0.307316,0.512986,-0.5991
第 369 次,2020-2026,X3,92458,-0.369814,0.512837,-0.7211
第 370 次,2015-2019,X1,300700,-0.525381,0.613722,-0.8561
第 370 次,2015-2019,X2,152654,-0.336927,0.547196,-0.6157
第 370 次,2015-2019,X3,44789,-0.443015,0.558601,-0.7931
第 370 次,2020-2026,X1,587821,-0.443446,0.569531,-0.7786
第 370 次,2020-2026,X2,288307,-0.307348,0.511981,-0.6003
第 370 次,2020-2026,X3,92817,-0.369798,0.510446,-0.7245
第 371 次,2015-2019,X1,300669,-0.528694,0.616744,-0.8572
第 371 次,2015-2019,X2,152510,-0.337472,0.547107,-0.6168
第 371 次,2015-2019,X3,45177,-0.442157,0.553271,-0.7992
第 371 次,2020-2026,X1,587461,-0.444854,0.569425,-0.7812
第 371 次,2020-2026,X2,287775,-0.306681,0.511778,-0.5992
第 371 次,2020-2026,X3,92914,-0.370184,0.509803,-0.7261
第 372 次,2015-2019,X1,300619,-0.526769,0.614846,-0.8568
第 372 次,2015-2019,X2,152918,-0.336216,0.547180,-0.6145
第 372 次,2015-2019,X3,45324,-0.440223,0.557354,-0.7898
第 372 次,2020-2026,X1,587494,-0.444901,0.569927,-0.7806
第 372 次,2020-2026,X2,288271,-0.307118,0.512187,-0.5996
第 372 次,2020-2026,X3,92552,-0.369212,0.510065,-0.7239
第 373 次,2015-2019,X1,300681,-0.525052,0.613442,-0.8559
第 373 次,2015-2019,X2,152047,-0.336505,0.545980,-0.6163
第 373 次,2015-2019,X3,44797,-0.442165,0.560290,-0.7892
第 373 次,2020-2026,X1,588322,-0.444285,0.569580,-0.7800
第 373 次,2020-2026,X2,288889,-0.306895,0.512384,-0.5990
第 373 次,2020-2026,X3,93127,-0.370920,0.514134,-0.7214
第 374 次,2015-2019,X1,300720,-0.525773,0.612613,-0.8582
第 374 次,2015-2019,X2,152735,-0.336840,0.546465,-0.6164
第 374 次,2015-2019,X3,45084,-0.441860,0.555886,-0.7949
第 374 次,2020-2026,X1,587773,-0.444249,0.569723,-0.7798
第 374 次,2020-2026,X2,287928,-0.306112,0.511390,-0.5986
第 374 次,2020-2026,X3,92429,-0.371675,0.511977,-0.7260
第 375 次,2015-2019,X1,300305,-0.526438,0.613803,-0.8577
第 375 次,2015-2019,X2,153548,-0.335813,0.547051,-0.6139
第 375 次,2015-2019,X3,45367,-0.441743,0.557964,-0.7917
第 375 次,2020-2026,X1,586865,-0.444571,0.569415,-0.7808
第 375 次,2020-2026,X2,287752,-0.307494,0.513902,-0.5984
第 375 次,2020-2026,X3,92608,-0.371607,0.511415,-0.7266
第 376 次,2015-2019,X1,300536,-0.523646,0.613014,-0.8542
第 376 次,2015-2019,X2,152723,-0.335636,0.545257,-0.6156
第 376 次,2015-2019,X3,44832,-0.440943,0.550850,-0.8005
第 376 次,2020-2026,X1,588520,-0.444855,0.570368,-0.7799
第 376 次,2020-2026,X2,288409,-0.307179,0.511119,-0.6010
第 376 次,2020-2026,X3,92219,-0.367752,0.510164,-0.7209
第 377 次,2015-2019,X1,301056,-0.528826,0.615751,-0.8588
第 377 次,2015-2019,X2,152718,-0.337741,0.547938,-0.6164
第 377 次,2015-2019,X3,45125,-0.443359,0.558318,-0.7941
第 377 次,2020-2026,X1,587459,-0.443999,0.569515,-0.7796
第 377 次,2020-2026,X2,288645,-0.306970,0.512874,-0.5985
第 377 次,2020-2026,X3,92392,-0.372975,0.514353,-0.7251
第 378 次,2015-2019,X1,300400,-0.524427,0.612515,-0.8562
第 378 次,2015-2019,X2,153049,-0.336101,0.545075,-0.6166
第 378 次,2015-2019,X3,45214,-0.439380,0.558114,-0.7873
第 378 次,2020-2026,X1,587221,-0.445975,0.570750,-0.7814
第 378 次,2020-2026,X2,287872,-0.306373,0.511877,-0.5985
第 378 次,2020-2026,X3,92678,-0.370231,0.511101,-0.7244
第 379 次,2015-2019,X1,300732,-0.524080,0.614232,-0.8532
第 379 次,2015-2019,X2,152563,-0.335185,0.546534,-0.6133
第 379 次,2015-2019,X3,45214,-0.442857,0.559521,-0.7915
第 379 次,2020-2026,X1,588039,-0.444713,0.569653,-0.7807
第 379 次,2020-2026,X2,287936,-0.307705,0.511821,-0.6012
第 379 次,2020-2026,X3,92417,-0.370917,0.513410,-0.7225
第 380 次,2015-2019,X1,300269,-0.525861,0.615049,-0.8550
第 380 次,2015-2019,X2,153060,-0.337436,0.546502,-0.6174
第 380 次,2015-2019,X3,45110,-0.439083,0.557023,-0.7883
第 380 次,2020-2026,X1,588284,-0.444755,0.569823,-0.7805
第 380 次,2020-2026,X2,288410,-0.307134,0.512787,-0.5989
第 380 次,2020-2026,X3,92665,-0.373865,0.515663,-0.7250
第 381 次,2015-2019,X1,299709,-0.524180,0.613004,-0.8551
第 381 次,2015-2019,X2,153363,-0.336453,0.545946,-0.6163
第 381 次,2015-2019,X3,45555,-0.443956,0.555356,-0.7994
第 381 次,2020-2026,X1,587446,-0.444905,0.569809,-0.7808
第 381 次,2020-2026,X2,288391,-0.305933,0.510111,-0.5997
第 381 次,2020-2026,X3,92523,-0.370025,0.514483,-0.7192
第 382 次,2015-2019,X1,300459,-0.522417,0.612685,-0.8527
第 382 次,2015-2019,X2,153133,-0.336506,0.548525,-0.6135
第 382 次,2015-2019,X3,45130,-0.443539,0.554674,-0.7996
第 382 次,2020-2026,X1,588181,-0.443585,0.570089,-0.7781
第 382 次,2020-2026,X2,287608,-0.305409,0.508972,-0.6001
第 382 次,2020-2026,X3,92275,-0.370245,0.512118,-0.7230
第 383 次,2015-2019,X1,301037,-0.525573,0.612857,-0.8576
第 383 次,2015-2019,X2,153529,-0.333921,0.546855,-0.6106
第 383 次,2015-2019,X3,45556,-0.443488,0.556906,-0.7963
第 383 次,2020-2026,X1,587621,-0.443854,0.570151,-0.7785
第 383 次,2020-2026,X2,287962,-0.305392,0.510808,-0.5979
第 383 次,2020-2026,X3,92300,-0.370238,0.512323,-0.7227
第 384 次,2015-2019,X1,300353,-0.524767,0.614496,-0.8540
第 384 次,2015-2019,X2,152586,-0.336848,0.546023,-0.6169
第 384 次,2015-2019,X3,44772,-0.439843,0.552133,-0.7966
第 384 次,2020-2026,X1,587943,-0.443419,0.570103,-0.7778
第 384 次,2020-2026,X2,287557,-0.306671,0.512608,-0.5983
第 384 次,2020-2026,X3,92286,-0.371581,0.514650,-0.7220
第 385 次,2015-2019,X1,299916,-0.525383,0.613164,-0.8568
第 385 次,2015-2019,X2,152778,-0.335357,0.547570,-0.6124
第 385 次,2015-2019,X3,45141,-0.442826,0.558769,-0.7925
第 385 次,2020-2026,X1,587409,-0.444481,0.569691,-0.7802
第 385 次,2020-2026,X2,288061,-0.306872,0.511064,-0.6005
第 385 次,2020-2026,X3,92338,-0.372011,0.512203,-0.7263
第 386 次,2015-2019,X1,300664,-0.524305,0.613781,-0.8542
第 386 次,2015-2019,X2,153194,-0.335956,0.545077,-0.6163
第 386 次,2015-2019,X3,45210,-0.438150,0.550553,-0.7958
第 386 次,2020-2026,X1,588103,-0.444845,0.569615,-0.7810
第 386 次,2020-2026,X2,287153,-0.307201,0.512960,-0.5989
第 386 次,2020-2026,X3,92099,-0.372527,0.516305,-0.7215
第 387 次,2015-2019,X1,300758,-0.526719,0.615434,-0.8558
第 387 次,2015-2019,X2,152049,-0.335252,0.545956,-0.6141
第 387 次,2015-2019,X3,45018,-0.440841,0.554636,-0.7948
第 387 次,2020-2026,X1,587519,-0.445793,0.570864,-0.7809
第 387 次,2020-2026,X2,288434,-0.307604,0.512234,-0.6005
第 387 次,2020-2026,X3,92964,-0.368289,0.508910,-0.7237
第 388 次,2015-2019,X1,301260,-0.525709,0.616061,-0.8533
第 388 次,2015-2019,X2,152640,-0.338389,0.547335,-0.6182
第 388 次,2015-2019,X3,44824,-0.447890,0.561057,-0.7983
第 388 次,2020-2026,X1,587088,-0.443459,0.569330,-0.7789
第 388 次,2020-2026,X2,287562,-0.305757,0.510682,-0.5987
第 388 次,2020-2026,X3,92161,-0.371511,0.514478,-0.7221
第 389 次,2015-2019,X1,300438,-0.525246,0.613919,-0.8556
第 389 次,2015-2019,X2,152746,-0.336411,0.546836,-0.6152
第 389 次,2015-2019,X3,44909,-0.441901,0.555512,-0.7955
第 389 次,2020-2026,X1,588210,-0.444649,0.570336,-0.7796
第 389 次,2020-2026,X2,288316,-0.307644,0.513164,-0.5995
第 389 次,2020-2026,X3,92288,-0.370898,0.511535,-0.7251
第 390 次,2015-2019,X1,300776,-0.524004,0.613915,-0.8535
第 390 次,2015-2019,X2,152904,-0.336059,0.547952,-0.6133
第 390 次,2015-2019,X3,45227,-0.443702,0.559266,-0.7934
第 390 次,2020-2026,X1,588361,-0.444656,0.570343,-0.7796
第 390 次,2020-2026,X2,287818,-0.306050,0.512122,-0.5976
第 390 次,2020-2026,X3,92348,-0.370885,0.511622,-0.7249
第 391 次,2015-2019,X1,300242,-0.526041,0.614042,-0.8567
第 391 次,2015-2019,X2,152543,-0.336413,0.548445,-0.6134
第 391 次,2015-2019,X3,45343,-0.442213,0.557199,-0.7936
第 391 次,2020-2026,X1,587126,-0.444623,0.570230,-0.7797
第 391 次,2020-2026,X2,288390,-0.307005,0.511373,-0.6004
第 391 次,2020-2026,X3,92582,-0.373047,0.514303,-0.7253
第 392 次,2015-2019,X1,300499,-0.525135,0.614352,-0.8548
第 392 次,2015-2019,X2,152866,-0.337089,0.544785,-0.6188
第 392 次,2015-2019,X3,44925,-0.441197,0.552475,-0.7986
第 392 次,2020-2026,X1,588397,-0.444493,0.569024,-0.7812
第 392 次,2020-2026,X2,288847,-0.307667,0.513022,-0.5997
第 392 次,2020-2026,X3,92597,-0.366630,0.510171,-0.7186
第 393 次,2015-2019,X1,300989,-0.524607,0.613185,-0.8555
第 393 次,2015-2019,X2,152670,-0.334748,0.546253,-0.6128
第 393 次,2015-2019,X3,44911,-0.438283,0.553756,-0.7915
第 393 次,2020-2026,X1,587626,-0.443660,0.567982,-0.7811
第 393 次,2020-2026,X2,288234,-0.306604,0.513622,-0.5969
第 393 次,2020-2026,X3,92570,-0.372085,0.512505,-0.7260
第 394 次,2015-2019,X1,300387,-0.526905,0.613197,-0.8593
第 394 次,2015-2019,X2,152303,-0.334712,0.546880,-0.6120
第 394 次,2015-2019,X3,44827,-0.443263,0.558868,-0.7931
第 394 次,2020-2026,X1,588208,-0.443881,0.569589,-0.7793
第 394 次,2020-2026,X2,288271,-0.307667,0.513070,-0.5997
第 394 次,2020-2026,X3,92645,-0.370760,0.514791,-0.7202
第 395 次,2015-2019,X1,300997,-0.524871,0.616255,-0.8517
第 395 次,2015-2019,X2,153520,-0.334426,0.546019,-0.6125
第 395 次,2015-2019,X3,45042,-0.440291,0.555638,-0.7924
第 395 次,2020-2026,X1,588017,-0.444909,0.570002,-0.7805
第 395 次,2020-2026,X2,287760,-0.305932,0.512333,-0.5971
第 395 次,2020-2026,X3,92901,-0.374717,0.517391,-0.7242
第 396 次,2015-2019,X1,300529,-0.525332,0.614226,-0.8553
第 396 次,2015-2019,X2,152985,-0.337838,0.546533,-0.6181
第 396 次,2015-2019,X3,45144,-0.442574,0.554632,-0.7980
第 396 次,2020-2026,X1,587707,-0.444447,0.569188,-0.7808
第 396 次,2020-2026,X2,288391,-0.305394,0.510135,-0.5987
第 396 次,2020-2026,X3,92630,-0.365568,0.507099,-0.7209
第 397 次,2015-2019,X1,300633,-0.525340,0.614309,-0.8552
第 397 次,2015-2019,X2,153184,-0.336199,0.545915,-0.6158
第 397 次,2015-2019,X3,45216,-0.434480,0.547936,-0.7929
第 397 次,2020-2026,X1,587160,-0.444089,0.569754,-0.7794
第 397 次,2020-2026,X2,288821,-0.307053,0.512021,-0.5997
第 397 次,2020-2026,X3,92916,-0.371032,0.513468,-0.7226
第 398 次,2015-2019,X1,300068,-0.527057,0.616060,-0.8555
第 398 次,2015-2019,X2,153314,-0.336126,0.547216,-0.6142
第 398 次,2015-2019,X3,45279,-0.435635,0.550593,-0.7912
第 398 次,2020-2026,X1,587372,-0.444758,0.570649,-0.7794
第 398 次,2020-2026,X2,288795,-0.305056,0.510054,-0.5981
